stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,4.95,2.07,0.95,0.61,3.72,5.82
3dpf,22.91,0.51,0.34,0,0.31,1.24
5dpf,3.1,0.83,1.55,1.24,2.55,7.35
10dpf,11.61,1.23,0.49,0,0,7.39
