stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
3dpf,1.01,5.41,0,0.41,0.51
5dpf,0.43,13.82,0.41,0,3.89
10dpf,0.47,10.19,0,0,0
