stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,3.89,0.58,0,0
5dpf,0.66,4.37,2.18,1,1.7
10dpf,0.81,20.59,0,0.69,0
