stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2.65,0,0,0,0,0,0
2dpf,33.76,0,0.64,1.85,0.58,0.72,3.25
3dpf,9.18,0,0,0.84,0,0,0
5dpf,21.96,1.38,0.75,2.17,3.07,0,0.91
10dpf,1.62,52.73,0,0,0,0,0.48
