stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
14hpf,0,0,0,2.33
2dpf,1.37,0,0,5.35
3dpf,0.39,0,0.41,4.55
5dpf,0.89,0,0.58,19.37
10dpf,1.49,0.69,0,4.08
