stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.62,0,0,0.32,0,0
5dpf,0.54,0.46,1.3,0,0.85,0.3
10dpf,0.55,0,0,0,0,0
