stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.76,0,1.13,1.53,0,0,0.49,0.57
3dpf,4.52,0,0,0,3.15,0,0.69,0.33
5dpf,1.3,0.65,0.41,0,5.87,0.31,2.44,0.88
10dpf,2.93,0.65,0,0,2.09,0,1.37,0
