stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.91,0,0,1.48
3dpf,42.81,0,0,0.58,0,0
5dpf,3.96,0.86,0,1.54,1.69,0
10dpf,5.86,0.44,0,0,0,0
