stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.84,0,0.48,0,1.84,0,0
3dpf,0,0.66,0,0,2.3,0,0
5dpf,1.03,0,0,0.29,2.44,1.5,0.96
10dpf,1.13,1.62,1.18,0,2.65,0,0
