stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
2dpf,0,0.72,0.62,0,2.3
3dpf,7.26,0,0,0,0
5dpf,0,0,0.74,0.34,0
10dpf,0.94,0,0,0,0.52
