stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,0,0.36,0,0
5dpf,0,0,0,0,0,0.37
10dpf,0.53,0.74,0.98,1.05,0.64,1.69
