stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,0,2.98,3.49,0,0,0,0
24hpf,0,0.92,19.34,0,0,0,0
2dpf,4.92,0,31.75,1.12,0,0.53,6.58
3dpf,2.47,0,4.42,0.39,0.43,1.77,1.25
5dpf,0,5.2,29.07,2.83,0.63,4.9,1.25
10dpf,2.78,3.58,18.55,0.81,0,2.7,2.93
