stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,64.22,0,8.62,0,17.19,10.42,0,0,24.57,0
12hpf,214.71,4.4,4.36,0,52.69,6.54,2.65,3.82,62.46,44.16
14hpf,66.69,0,9,2.38,10.22,7.64,0,2.36,13.61,4.71
16hpf,166.43,9.45,7.71,8.53,54.25,12.62,7.1,0,64.97,37.55
19hpf,296.47,1.72,0,1.77,15.37,12.36,6.83,1.65,7.52,8.43
24hpf,249.67,0.84,11.91,7.35,90.93,25.74,4.87,0.9,25.63,9.58
2dpf,426.24,4.26,27.58,42.17,202.3,233.36,48.36,3.49,87.9,109.99
3dpf,538.55,9.8,11.05,13.28,22.17,181.07,4.32,0,11.14,25.15
5dpf,167.18,14.02,46.68,45.67,42.04,406.37,32.04,11.32,90.55,172.26
10dpf,273.82,12.74,44.99,25.39,11.42,242.86,16.47,0,29.99,24.63
