stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.02,0
3dpf,0.3,0.42,0,0.31,0,0
5dpf,0,1.09,1.12,0.82,0,1.02
10dpf,0,0.41,0.82,0,0,0
