stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,1.3,1.24
3dpf,2.34,0,0,0.55,0
5dpf,0,0,0.91,1.34,0.37
10dpf,0.63,1.27,0,0,0
