stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0.98,0,0,0,0,0
2dpf,1.22,0,6.49,0,0,1.28,0,0
3dpf,51.32,0.71,1.02,0,0,0,0,0
5dpf,5.18,0,21.43,0.68,3.98,0,0.33,0.34
10dpf,132.41,14.16,20.49,3.12,1.68,0.84,4.89,0.4
