stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.55,0,0,1.52,0,0,0
3dpf,5.23,0,0.48,1.39,0,0,0
10dpf,11.27,0.88,0.47,2.14,0.56,0.99,2.5
