stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,2.63,0,0,0,0,1.42,0,0
2dpf,42.87,2.08,2.27,0,2.49,12.58,2.2,1.92
3dpf,347.13,0,0.39,0.84,0.88,4.88,1.05,0
5dpf,11.65,0,0.38,1.53,2.4,9.59,3.72,1.53
10dpf,82.08,1.46,0,1.64,0,1.9,0,0
