stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
19hpf,0,0,1.64,0,0,0,0
24hpf,0,0,18.7,0,0,0,0
2dpf,0,0,56.95,0.55,2.71,0.5,0
3dpf,3.07,0.71,9.43,0,0.51,0,0.43
5dpf,0.33,0,110.54,0.43,4.18,0,0.8
10dpf,2.56,0.91,56.4,0,2.24,0,0
