stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0.48,2.09
3dpf,2.18,0,0.8,0.37,0,0.34,0.32
5dpf,0.84,0,0,0.49,0.36,0.84,1.77
10dpf,8.9,0.8,0,1.14,0.51,0,0.92
