stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0.77,0,1.65,0.35,0,0.31,0,0
5dpf,0.79,0,24.78,0.39,0,2.24,0.94,0.36
10dpf,0,1.07,53.71,0.57,2.2,1.15,0,0
