stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,14.94,0,0,6.82,4.4
3dpf,2.98,0,3.85,0,1.17
5dpf,3.52,0,4.44,11.09,5.15
10dpf,1.51,0.71,4.1,0.42,5.24
