stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,1.72,0,0,0,0,0
2dpf,0,0,1.53,0,0,0
3dpf,7.31,0.38,0.41,0.43,7.31,0
5dpf,2.69,0.51,2.99,0,2.53,1.82
10dpf,12.26,1.87,0.82,0.43,7.47,0
