stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,1.8,0,0,0,0,0,0,0.32
5dpf,0,0,37.97,1.49,5.73,4.42,0.99,4.13
10dpf,19.53,1.5,90.38,0,10.82,0,0,0.59
