stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.95,1.75,0,0,0
3dpf,23.57,0,2.09,0.3,0
5dpf,0,0,1.52,0,0.35
10dpf,21.01,0,1.65,0.47,0
