stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0.68,0,0,0,0,0,0,0.98
3dpf,0.71,0,0.55,0,1.13,0.31,0,1.09
5dpf,0,0.72,0,0,1.98,0,0.35,1.72
10dpf,0,0,0,0.48,0,0,0,0.79
