stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.51,0,0,0.58,0.74
3dpf,0.39,0,0.62,0,0
5dpf,0,0.62,0,0,0
