stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
12hpf,0,2.35,0,0,0,0
19hpf,1.84,0,0,0,0,0
2dpf,2.61,1.27,2.57,2.33,0.48,1.32
3dpf,0,0,0,1.58,0,0
5dpf,0,0.83,0,0.66,0,0.63
10dpf,0.48,0.99,0,0,0,0
