stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.72,0,0,0,0.71,0,0
3dpf,63.01,0.53,0,0,0,0,0.39
5dpf,2.16,0,0.87,2.52,1.34,1.39,0.44
10dpf,26.1,0,0,0.38,0.82,0,0
