stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.54,1.62,0,0
3dpf,8.76,0,0,0.4,2.14,0.33,0
5dpf,1.8,0,0,0,1,0,2.16
10dpf,9.44,0.91,0.93,0.55,2.09,0,2.12
