stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,14.3,0,0,0,0,0,0,0,0
12hpf,14.74,0,0,0,0,0,0,1.91,0
14hpf,10,0,0,17.86,0,0,0,2.33,0
16hpf,20.68,0,0,31.52,0,0,0,0,0
19hpf,26.59,0,0,21.71,0,0,0,0,4.58
24hpf,16.27,0,0,0,0.95,0,0,0.96,0.84
2dpf,141.62,0,0,21.53,15.12,22.66,1.38,5.2,2.27
3dpf,47.4,1.65,0,4.64,2.81,22.21,0,0.31,1.58
5dpf,95.15,0,1.29,9.88,0.88,20.04,1.34,1.25,5.49
10dpf,66.3,0.71,0.7,7.26,1.27,41.93,0.68,1.26,9.02
