stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.79,0,0.86,0.54,3.48
3dpf,12.63,0,0,0,0.84
5dpf,0.72,0.41,2.67,0,2.4
10dpf,10.88,0.95,0.4,0,0.58
