stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.48,0,0,0,0,0,0
3dpf,98.05,0,1.43,0,0,0,0
5dpf,6.11,0.94,1.59,1.05,0.31,0.65,1.95
10dpf,296.6,1.12,7.43,0,0,0,2.49
