stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,7.54,0,0,1.01,1.16,0,2.58
3dpf,38.39,0,0,0,2.87,0,0.83
5dpf,1.11,0.47,0.32,0,3.39,0.54,0
10dpf,21.3,0,0,0,1.88,0,0.86
