stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.63,0,0,6.43,0.51,0.59,1.76,171.16
3dpf,0,0,0.37,0,0,0,0,19.38
5dpf,0.3,1.09,1.42,0,0,3.95,0,42.37
10dpf,2.37,0,2.5,0,0,0,0,20.03
