stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,9.39
12hpf,8.02,1.98,0,0,0,0,0,0,0,3.71
14hpf,25.6,0,0,0,0,0,0,0,0,0
16hpf,138.52,0,0,0,8.01,28.14,0,0,0,6.88
19hpf,217.35,0,0,0,0,10.83,0,0,0,0
24hpf,639.14,0,1.94,1.32,5.19,125.27,1.86,0,7.18,9.5
2dpf,1437.82,2.54,22.38,18.33,91,227.9,25.77,1.65,37.07,62.62
3dpf,8138.8,10.43,5.45,8.9,13.12,158.16,14.92,0,5.3,16.35
5dpf,599.37,6.49,14.5,24.28,36.81,207.34,47.62,3.5,26.67,48.03
10dpf,2473.55,11.25,13.39,14.25,18.02,140.98,26.3,0.59,17.73,10.26
