stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6066.66,83.85,24.79,0,1049.68,49.04,0,214.12,2600.9,2148.92
12hpf,6557.93,200.75,86.19,217.84,1438.56,282.4,17.95,288.99,2975.25,1992.8
14hpf,5376.89,79.52,315.46,367.34,1056.97,514.15,101.15,107.09,2081.94,2110.7
16hpf,4630.95,135.96,411.55,323.57,1271.86,558.48,155.42,170.25,1808.58,1869
19hpf,4776.26,29.18,107.25,142.93,545.59,225.09,148.28,23.62,454.28,899.52
24hpf,2202.79,13.5,161.19,108.73,442.12,175.65,84.62,2.93,347.66,214.11
2dpf,1394.43,51.7,102.51,136.93,520.09,785.29,159.13,9.62,334.42,401.11
3dpf,1922.25,59.23,40.18,40.3,39.7,408.92,22.36,0,49.41,131.21
5dpf,222.97,28.4,108.33,85.88,36.08,442.21,40.5,19.06,131.8,404.55
10dpf,572.07,125.44,119.42,83.33,44.63,486.74,27.89,1.73,251.85,124.71
