stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,409.73,12.15,0,0,52.95,0,0,11.91,73.33,185.66
12hpf,130.69,11.49,1.83,2.01,43.5,18.7,0,39.18,87.05,73.03
14hpf,281.31,7.72,25.51,37,71.46,36.76,5.62,36.44,113.67,293.64
16hpf,281.82,26.68,22.01,48.17,128.21,33.83,11.38,9.4,162.51,166.34
19hpf,403.87,3.46,6.56,37.5,39.99,10.97,12.41,10.23,25.98,235.17
24hpf,327.72,3.35,40.42,39.89,84.56,44.42,34.64,2.45,87.24,97.82
2dpf,1277.06,24.82,116.69,226.37,479.67,811.83,148.31,21.2,287.11,776.49
3dpf,1909.07,33.06,40.72,68.97,51.79,581.78,20.61,0.53,43.02,208.41
5dpf,437.73,44.64,152.83,231.27,94.38,865.75,83.79,35.53,146.45,1093.9
10dpf,1166.48,75.7,154.47,138.03,51.34,421.76,46.23,1.81,88.95,274.22
