stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0,0,1.06,6.65,0.56
3dpf,1.3,1.62,0.74,0.71,0,0
5dpf,0.99,0,0,0,0.6,0.5
10dpf,0.84,0,0,0.95,0,0
