stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,10.51,0,0,0.52,0,0,0,1.15
3dpf,7.1,0,0,0.72,0,0.43,0,28.38
5dpf,10.88,7.32,1.48,1.88,1.8,0.73,3.76,77.88
10dpf,6.84,2.61,0,0,2.3,0,0,80.02
