stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.76,0,0,0,0,1.67,0
3dpf,54.17,0.48,0,0,0,0,0
5dpf,2.26,0,0,0.96,4.97,0,0
10dpf,84.32,0,2.3,0,1.6,0,1.2
