stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.67,0,1.19,0.87,0,0,0
3dpf,1.11,0,0,0,0.67,0.48,0
5dpf,0,1.23,0,0,0,0,1.59
10dpf,0,6.55,0,0,0.58,0,0
