stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.69,0,0,1.32,0,0,0
3dpf,0.32,0.35,0,0,1.76,0,0.48
5dpf,3.15,0,0.53,0,0.42,0.29,14.47
10dpf,1.42,0.9,0,0,0.51,0,3.73
