stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
3dpf,1.94,0.32,0,0,0,0.38
5dpf,0,0,0.86,0.3,0,0.34
10dpf,1.74,0.37,0.55,5.99,0.54,1.22
