stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0.53,1.57,1.25
3dpf,0.3,0,0,0,0
5dpf,0,0,0,0.89,0.94
10dpf,2.67,0.44,0,0,3.72
