stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.6,0,0,0,1.08,0.33,0
5dpf,0.63,4.06,0.54,0,1.29,0,1.39
10dpf,0,4.34,0,1.2,0,0,3.62
