stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,144.76,0
12hpf,5.68,0,0,22.8,0,0,0,5.78,138.76,0
14hpf,27.64,0,8.38,42.44,15.28,0,0,6.1,352.39,4.73
16hpf,19.71,10.97,19.81,75.32,3.41,1.86,0,2.86,367.44,13.07
19hpf,0,0,0,84.35,0,0,0,3.21,15.77,3.13
24hpf,11.28,4.41,9.37,186.27,5.67,5.17,0.97,0.86,13.42,18.97
2dpf,169.08,1.09,49.21,399.76,105.95,406.83,18.54,20.5,62.74,274.27
3dpf,345.61,7.69,39.08,121.35,8.02,211.71,1.73,0,3.76,29.54
5dpf,43.56,22.46,78.31,243.12,13.53,159.71,6.07,0,11.99,63.11
10dpf,497.4,19.04,67.35,195.88,6.51,86.31,0,0,4.98,25.81
