stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.55,0,0.83,0,0,0,0
3dpf,4.47,0,0.72,1.84,0,0,0
5dpf,0,0,0,0.54,0.69,0.63,0.86
10dpf,2.46,0.59,0,1.21,0,1.02,0
