stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.69,1.34,0
3dpf,2.92,0,1.89,0,0
5dpf,0,0,2.09,0,4.21
10dpf,2.71,0.54,2,0,0.67
