stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,4.35,0,0,1.27,2.5,1.05,0,0.51,0.64
3dpf,8.64,0.51,0.52,0,0.31,0.29,0,0,0.35
5dpf,0.34,0,1.12,0.67,0,2.86,4.45,0.42,0.76
10dpf,12.41,0,0.74,0,10.8,2.11,0,0,0
