stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0.63,0,0,0.59,0
3dpf,0.76,2.42,0,2.31,0,0.73
5dpf,0,0,0.62,5.28,0,0.35
10dpf,1.83,0,0,2.66,0,0
