stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,7.2,0,0.87,0.59,0.53,0,2.51,1.78
3dpf,15.62,0,0.46,0,0,0,0.37,1.28
5dpf,1.09,1.73,0.59,1.18,0,0.44,0.51,5.14
10dpf,5.78,34.17,0,0.42,0,0,0,2.01
