stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.01,0,0,0,0.85
3dpf,1.47,0,0,0.34,0
5dpf,0.4,0,0,2.79,0
10dpf,1.64,0.46,0.6,0,0
