stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,2.57,0,0.87,0,2.23,0,1.88
3dpf,34.28,0.74,0,0,4.23,0,1.01
5dpf,8.73,0,0,0.4,5.96,0.58,0.31
10dpf,39.15,0,0,1.24,0.38,0,0
