stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.82,0,0.61,0,3.62
3dpf,2.72,0,0.33,2.36,0,0
5dpf,0,0,0.32,2.78,1.34,1.55
10dpf,4.02,0,0,3.15,1.66,1.57
