stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,2.12,0.55,0,0
3dpf,2.21,0,0,0.32,0
5dpf,0,0,0,0.79,1.41
10dpf,0.38,0,0,0.51,0
