stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0.92
2dpf,2.03,0,0,0,0,0,2.59
3dpf,5.81,0.55,0.54,0.78,0,0,0.9
5dpf,0,0,0.99,0.34,0.64,0.33,0.32
10dpf,4.33,0,0,0.93,0,0,0
