stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,10.43,0,0,0,1.44,0,0.91,1.28,1.55
3dpf,55.95,0.47,0,0,0,0,0,0,0
5dpf,14.38,0.32,0.34,1.32,2.93,2.09,0.66,0.29,2.63
10dpf,89.25,1.34,0.94,0,1.2,0,0,0,0
