stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,5.9,0,1.74,3.19,5.22,0,3.2
3dpf,46.05,0,0,1.09,2.09,0,0
5dpf,2.21,0.46,1.86,1.56,1.41,1.51,0.64
10dpf,26.75,0,0,0.88,0,0,0
