stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,89.79,17.38,0,0,20.46,8.84,0,8.48,9.31,68.05
12hpf,45.4,27.44,4.79,5.62,20.13,0,0,10.34,11.47,54.73
14hpf,73.28,74,11.36,14.22,33.66,4.94,0,0,36.48,64.39
16hpf,88.41,140.87,0,1.76,43.61,8.25,8.13,8.13,47.03,93.65
19hpf,116.64,18.28,0,4.33,15.56,1.55,3.72,0,7.4,53.81
24hpf,127.61,3.76,0,0.93,34.46,11.75,0.99,0,32.9,29.13
2dpf,526.09,4.32,28.23,73.96,281.29,405.03,55.6,10.07,118.6,212.39
3dpf,1605,24.67,10.52,21.27,44.26,528.71,15.85,0,30.07,66.63
5dpf,218.89,29.9,36.35,66.62,58.55,620.72,49.2,15.88,76.75,308.13
10dpf,773.78,28.27,29.35,43.49,22.58,276.56,17.87,0,30.49,64.21
