stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
19hpf,0,8.6,0,0,0
24hpf,0,2.58,0,0,0
3dpf,0.35,0,0.73,0.75,0
5dpf,0,5.25,0,1.64,1.13
10dpf,6.83,5.65,2.37,0,0.85
