stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.36,0,0,0
3dpf,0,0,0,0.86
5dpf,1.21,2.75,0.78,3.54
10dpf,0,3.5,0,18.25
