stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,13.71,0,0,0,0,0
24hpf,0,0,1.35,0,0,0,0
2dpf,0,0,7.08,0,0.97,0,130.48
3dpf,9.45,8.74,1.67,1.05,4.24,0,125.78
5dpf,0.31,0.55,0,0,3.07,1.09,237.32
10dpf,16.19,2.5,22.61,0,1.27,0.94,107.06
