stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,2.15,0.67,0.48
3dpf,2.93,0,1.73,0,1.59,0
5dpf,0.46,0,21.36,0.63,2.4,0.84
10dpf,9.68,1.6,227.69,1.93,5.52,2.01
